timestamp,time,low,high,open,close,volume
1525129260,2018-05-01T00:01:00+01:00,548.9,549.5,548.9,549.5,16.34934009
1525129320,2018-05-01T00:02:00+01:00,549.98,552.64,549.98,552.63,38.523487270000004
1525129380,2018-05-01T00:03:00+01:00,552.64,552.64,552.64,552.64,0.18040839
1525129440,2018-05-01T00:04:00+01:00,552.63,552.63,552.63,552.63,0.16430877
1525129500,2018-05-01T00:05:00+01:00,552.63,552.63,552.63,552.63,6.0211210699999995
1525129560,2018-05-01T00:06:00+01:00,550.4,550.43,550.4,550.43,5.43424229
1525129620,2018-05-01T00:07:00+01:00,550.24,551.48,550.39,551.48,0.55495447
1525129740,2018-05-01T00:09:00+01:00,551.52,551.53,551.53,551.53,1.02667568
1525129800,2018-05-01T00:10:00+01:00,551.53,551.53,551.53,551.53,0.09038574
1525129920,2018-05-01T00:12:00+01:00,551.52,551.52,551.52,551.52,0.59148113
1525130100,2018-05-01T00:15:00+01:00,551.53,551.53,551.53,551.53,0.18077148
1525130340,2018-05-01T00:19:00+01:00,551.53,551.65,551.53,551.65,9.264125329999999
1525130400,2018-05-01T00:20:00+01:00,551.64,551.65,551.65,551.64,2.75341802
1525130580,2018-05-01T00:23:00+01:00,551.65,552.13,551.65,551.9,16.53538708
1525130640,2018-05-01T00:24:00+01:00,551.8,551.89,551.89,551.85,22.43889797
1525130700,2018-05-01T00:25:00+01:00,551.48,551.53,551.53,551.48,6.05209307
1525130760,2018-05-01T00:26:00+01:00,551,551.48,551.48,551,36.14781331
1525130820,2018-05-01T00:27:00+01:00,551.89,551.93,551.89,551.93,0.29069797
1525130880,2018-05-01T00:28:00+01:00,550.71,551.59,551.59,550.71,0.1032
1525130940,2018-05-01T00:29:00+01:00,551.3,551.3,551.3,552.2,1.78064323
1525131000,2018-05-01T00:30:00+01:00,550.85,551.2,551.2,551,9.8003788
1525131060,2018-05-01T00:31:00+01:00,551.81,551.81,551.81,551.81,0.36406971
1525131120,2018-05-01T00:32:00+01:00,550.92,551.1,550.92,551.1,1.1359302900000001
1525131180,2018-05-01T00:33:00+01:00,551.91,552.16,551.91,552.16,1.9805272600000001
1525131360,2018-05-01T00:36:00+01:00,552.3,552.3,552.3,552.3,0.27115688
1525131420,2018-05-01T00:37:00+01:00,552.5,552.5,552.5,552.5,1.13751054
1525131480,2018-05-01T00:38:00+01:00,552.5,552.5,552.5,552.5,1.09700897
1525131600,2018-05-01T00:40:00+01:00,552.49,552.99,552.49,552.99,32.633129270000005
1525131720,2018-05-01T00:42:00+01:00,552.99,553.25,552.99,553.25,0.57243338
1525131780,2018-05-01T00:43:00+01:00,553.25,553.68,553.25,553.68,4.6071523899999995
1525131840,2018-05-01T00:44:00+01:00,553.01,553.78,553.73,553.01,2.7024642099999996
1525131900,2018-05-01T00:45:00+01:00,553,553.01,553,553.01,2.2245744199999997
1525132080,2018-05-01T00:48:00+01:00,553,553,553,553,1.33461449
1525132140,2018-05-01T00:49:00+01:00,553.01,553.01,553.01,553.01,0.01802876
1525132200,2018-05-01T00:50:00+01:00,553.01,553.49,553.2,553.49,3.8435350600000002
1525132260,2018-05-01T00:51:00+01:00,553.68,553.68,553.68,553.68,2.97462257
1525132380,2018-05-01T00:53:00+01:00,553,553,553,553,1.10003076
1525132440,2018-05-01T00:54:00+01:00,553.68,553.68,553.68,553.68,0.08252586
1525132500,2018-05-01T00:55:00+01:00,553.1,553.11,553.1,553.11,0.69
1525132560,2018-05-01T00:56:00+01:00,553.97,554.97,554,553.97,1.19532382
1525132620,2018-05-01T00:57:00+01:00,555.01,555.01,555.01,555.01,0.20658372
1525132680,2018-05-01T00:58:00+01:00,555,555,555,555,0.68263677
1525132740,2018-05-01T00:59:00+01:00,554.9,554.9,554.9,554.9,0.01019633
1525132800,2018-05-01T01:00:00+01:00,554.9,555.04,554.9,555.04,16.998712020000003
1525132920,2018-05-01T01:02:00+01:00,555,555.3,555.3,555,91.18079526000001
1525132980,2018-05-01T01:03:00+01:00,553,554.41,554.41,553,2.4533816
1525133100,2018-05-01T01:05:00+01:00,551.38,553,553,551.38,1.83540443
1525133220,2018-05-01T01:07:00+01:00,551.48,551.53,551.53,551.48,0.5
1525133280,2018-05-01T01:08:00+01:00,551.47,551.67,551.48,551.67,2.0537
1525133400,2018-05-01T01:10:00+01:00,552.54,552.58,552.54,552.58,0.5239651000000001
1525133640,2018-05-01T01:14:00+01:00,551.5,552.46,552.46,551.51,2.59
1525133760,2018-05-01T01:16:00+01:00,551.5,551.5,551.5,551.5,0.65255197
1525133880,2018-05-01T01:18:00+01:00,551.19,551.5,551.5,551.19,1.30985054
1525133940,2018-05-01T01:19:00+01:00,549.5,551.19,551.19,550.68,24.258517200000004
1525134000,2018-05-01T01:20:00+01:00,549,549.5,549.5,549,1
1525134060,2018-05-01T01:21:00+01:00,546.11,549,549,546.11,17.363549329999998
1525134120,2018-05-01T01:22:00+01:00,546.11,546.12,546.12,546.12,2.9770170599999997
1525134180,2018-05-01T01:23:00+01:00,542.27,546,546,542.27,89.32649312000004
1525134240,2018-05-01T01:24:00+01:00,542.27,542.27,542.27,542.27,0.12704413
1525134300,2018-05-01T01:25:00+01:00,542.3,542.3,542.3,542.3,0.3688
1525134360,2018-05-01T01:26:00+01:00,542.3,544.5,542.3,544.5,13.640210959999997
1525134420,2018-05-01T01:27:00+01:00,544.23,545.87,544.23,545.87,5.4356503
1525134480,2018-05-01T01:28:00+01:00,541.2,545.01,545.01,541.2,36.77790967999999
1525134540,2018-05-01T01:29:00+01:00,540.49,541.19,541.19,540.49,14.01951944
1525134600,2018-05-01T01:30:00+01:00,540.49,541.35,540.49,541.35,4.2299999999999995
1525134660,2018-05-01T01:31:00+01:00,541.3,541.35,541.35,541.3,2.40422306
1525134720,2018-05-01T01:32:00+01:00,540.1,540.51,540.51,540.1,16.15603659
1525134780,2018-05-01T01:33:00+01:00,540,540.1,540.1,540.01,16.77561582
1525134840,2018-05-01T01:34:00+01:00,538.66,540,540,538.66,43.127962780000004
1525134900,2018-05-01T01:35:00+01:00,536.96,538.99,538.99,536.96,45.68755461999999
1525134960,2018-05-01T01:36:00+01:00,536.01,536.96,536.96,536.01,10.04960722
1525135020,2018-05-01T01:37:00+01:00,536,536.01,536,536,15.20554616
1525135080,2018-05-01T01:38:00+01:00,536,536.01,536,536.01,11.412920110000002
1525135140,2018-05-01T01:39:00+01:00,535,536,536,535,57.684810450000015
1525135200,2018-05-01T01:40:00+01:00,533,535,535,533,48.33349254
1525135260,2018-05-01T01:41:00+01:00,532.03,533.06,533.01,533.06,16.86289752
1525135320,2018-05-01T01:42:00+01:00,531.9,533.05,532.04,531.9,16.7598781
1525135380,2018-05-01T01:43:00+01:00,531.59,532,532,531.59,18.58502594
1525135440,2018-05-01T01:44:00+01:00,521,531.27,531.27,524.37,442.71057293
1525135500,2018-05-01T01:45:00+01:00,524.3,527.15,524.36,526.82,25.86038087000001
1525135560,2018-05-01T01:46:00+01:00,526.82,528.5,526.82,528.5,24.11058331
1525135620,2018-05-01T01:47:00+01:00,528.68,529.48,528.68,529.3,7.5364957299999995
1525135680,2018-05-01T01:48:00+01:00,529.3,533.42,529.3,533.42,58.183910390000015
1525135740,2018-05-01T01:49:00+01:00,529.16,533.1,533.1,529.16,15.6823452
1525135800,2018-05-01T01:50:00+01:00,527.21,529.27,529.17,527.82,41.08
1525135860,2018-05-01T01:51:00+01:00,529.05,531.42,529.05,531.42,26.706467799999995
1525135920,2018-05-01T01:52:00+01:00,530.99,530.99,530.99,530.99,0.58832746
1525135980,2018-05-01T01:53:00+01:00,528.3,529.47,529.32,529.47,20.72295047
1525136040,2018-05-01T01:54:00+01:00,528.15,529.14,529.14,528.15,4.58968926
1525136100,2018-05-01T01:55:00+01:00,523.38,528.07,528.01,525.84,211.44708755000002
1525136160,2018-05-01T01:56:00+01:00,524.33,526.51,526.51,524.33,106.96359148999998
1525136220,2018-05-01T01:57:00+01:00,523.65,525.31,525.31,523.65,1.90327656
1525136280,2018-05-01T01:58:00+01:00,523.39,526.41,523.39,526.41,60.99573345
1525136340,2018-05-01T01:59:00+01:00,523.6,525.29,525.29,523.6,1.0184700899999999
1525136400,2018-05-01T02:00:00+01:00,525,527,525,527,14.560115650000002
1525136460,2018-05-01T02:01:00+01:00,527.5,533,527.5,533,215.31726582999997
1525136520,2018-05-01T02:02:00+01:00,528.4,531.93,531.93,528.4,34.68142516000001
1525136580,2018-05-01T02:03:00+01:00,527.75,528.4,528.4,527.75,7.547181060000001
1525136640,2018-05-01T02:04:00+01:00,526.11,527,527,526.11,1.0311341200000002
1525136760,2018-05-01T02:06:00+01:00,526.81,529.89,526.81,529.89,5.238007479999999
1525136820,2018-05-01T02:07:00+01:00,529.9,530.94,529.9,530.48,33.31012296
1525136940,2018-05-01T02:09:00+01:00,530.48,530.48,530.48,530.48,0.1
1525137000,2018-05-01T02:10:00+01:00,529.62,530.47,530.33,530.47,2.23
1525137180,2018-05-01T02:13:00+01:00,529,530.55,530.54,529,12.37770053
1525137300,2018-05-01T02:15:00+01:00,528.29,528.29,528.29,528.29,0.095219
1525137420,2018-05-01T02:17:00+01:00,528.02,528.02,528.02,528.02,0.7422524
1525137480,2018-05-01T02:18:00+01:00,527,528.01,528.01,527,15.579080290000002
1525137540,2018-05-01T02:19:00+01:00,524.34,526.1,526.1,524.34,27.34144674
1525137600,2018-05-01T02:20:00+01:00,523.03,524.05,524.05,523.03,6.272588019999999
1525137660,2018-05-01T02:21:00+01:00,519.96,523.02,523.02,521.26,269.81383041
1525137720,2018-05-01T02:22:00+01:00,522,525.29,522,525.29,19.7271913
1525137780,2018-05-01T02:23:00+01:00,525.26,526.88,525.27,526.88,2.48735748
1525137840,2018-05-01T02:24:00+01:00,525.78,528,526.98,527.37,42.75033040999999
1525137900,2018-05-01T02:25:00+01:00,525.11,527.95,527.95,525.11,34.986426800000004
1525137960,2018-05-01T02:26:00+01:00,525.11,527.02,525.11,527.02,9.08593244
1525138140,2018-05-01T02:29:00+01:00,526.63,528.84,526.63,528.82,3.5246728099999998
1525138200,2018-05-01T02:30:00+01:00,528.89,530.59,528.89,529.76,1.1353116699999999
1525138260,2018-05-01T02:31:00+01:00,529.92,531.27,529.92,531.27,1.6464558200000001
1525138320,2018-05-01T02:32:00+01:00,530.77,532.3,531.36,530.9,18.78336382
1525138380,2018-05-01T02:33:00+01:00,530.3,530.8,530.8,530.3,9.12087148
1525138560,2018-05-01T02:36:00+01:00,527.41,530.65,530.65,529.13,78.0196976
1525138620,2018-05-01T02:37:00+01:00,529.48,529.48,529.48,529.48,0.06
1525138680,2018-05-01T02:38:00+01:00,530.23,530.62,530.62,530.23,0.38885877999999996
1525138800,2018-05-01T02:40:00+01:00,530.7,530.95,530.7,530.95,7.94119389
1525138860,2018-05-01T02:41:00+01:00,530.73,531.29,531.16,531.28,40.831593579999996
1525138920,2018-05-01T02:42:00+01:00,531.63,531.63,531.63,531.63,0.01875381
1525138980,2018-05-01T02:43:00+01:00,531,531.06,531.06,531,1.40443685
1525139040,2018-05-01T02:44:00+01:00,530.95,530.95,530.95,530.95,0.82688181
1525139100,2018-05-01T02:45:00+01:00,531.26,531.26,531.26,531.26,3.67267733
1525139160,2018-05-01T02:46:00+01:00,531.52,534.03,531.52,534.03,43.64826085999999
1525139220,2018-05-01T02:47:00+01:00,532.43,534.03,532.43,534.03,24.91246643
1525139400,2018-05-01T02:50:00+01:00,534,534.5,534.5,534,8.605073950000001
1525139520,2018-05-01T02:52:00+01:00,534.45,534.46,534.45,534.46,14.05631796
1525139580,2018-05-01T02:53:00+01:00,534.85,535,534.85,534.99,1.39266896
1525139640,2018-05-01T02:54:00+01:00,534.02,534.09,534.09,534.02,1
1525139700,2018-05-01T02:55:00+01:00,535.01,535.67,535.01,535.67,4.9586163800000005
1525139760,2018-05-01T02:56:00+01:00,535.68,536.3,535.68,536.3,21.623901439999997
1525139820,2018-05-01T02:57:00+01:00,536.3,536.31,536.3,536.31,2.47233385
